Date,Adj Close
2005-01-03,7.353552
2005-01-04,7.425481
2005-01-05,7.193088
2005-01-06,7.442084
2005-01-07,7.613610
2005-01-10,7.419951
2005-01-11,7.447610
2005-01-12,7.469748
2005-01-13,7.220757
2005-01-14,7.668942
2005-01-18,7.331419
2005-01-19,7.359087
2005-01-20,7.276083
2005-01-21,7.292688
2005-01-24,7.320352
2005-01-25,7.253953
2005-01-26,7.165425
2005-01-27,7.193088
2005-01-28,7.159890
2005-01-31,7.176489
2006-01-03,8.989807
2006-01-04,9.036912
2006-01-05,8.942711
2006-01-06,9.001583
2006-01-09,8.972149
2006-01-10,9.025132
2006-01-11,9.066343
2006-01-12,9.007469
2006-01-13,8.836740
2006-01-17,8.760206
2006-01-18,8.748431
2006-01-19,8.836740
2006-01-20,8.713111
2006-01-23,8.824966
2006-01-24,8.819077
2006-01-25,8.813190
2006-01-26,9.066343
2006-01-27,9.189976
2006-01-30,9.095780
2006-01-31,9.036912
2007-01-03,11.527443
2007-01-04,11.658083
2007-01-05,11.328373
2007-01-08,11.216397
2007-01-09,11.322155
2007-01-10,11.421689
2007-01-11,11.490119
2007-01-12,11.658083
2007-01-16,11.633199
2007-01-17,11.670527
2007-01-18,11.533666
2007-01-19,11.670527
2007-01-22,11.763841
2007-01-23,11.664310
2007-01-24,11.695410
2007-01-25,11.732736
2007-01-26,11.776281
2007-01-29,11.925586
2007-01-30,12.093554
2007-01-31,12.280181
2008-01-02,9.197387
2008-01-03,8.913884
2008-01-04,8.768834
2008-01-07,8.709498
2008-01-08,8.432589
2008-01-09,8.544671
2008-01-10,8.630383
2008-01-11,8.683126
2008-01-14,8.801800
2008-01-15,8.538078
2008-01-16,8.834766
2008-01-17,8.874327
2008-01-18,8.735869
2008-01-22,8.821581
2008-01-23,9.414961
2008-01-24,9.302879
2008-01-25,9.461113
2008-01-28,9.981971
2008-01-29,9.856703
2008-01-30,9.691874
2008-01-31,9.981971
2009-01-02,7.215513
2009-01-05,6.903032
2009-01-06,7.378857
2009-01-07,7.144495
2009-01-08,7.009558
2009-01-09,6.711278
2009-01-12,6.341981
2009-01-13,6.505326
2009-01-14,6.157331
2009-01-15,6.334880
2009-01-16,6.697076
2009-01-20,5.887461
2009-01-21,5.944275
2009-01-22,6.001091
2009-01-23,6.065007
2009-01-26,6.079210
2009-01-27,6.242553
2009-01-28,6.562140
2009-01-29,6.036601
2009-01-30,5.759627
2010-01-04,8.942157
2010-01-05,8.881991
2010-01-06,8.912074
2010-01-07,8.844388
2010-01-08,8.648848
2010-01-11,8.716534
2010-01-12,8.408183
2010-01-13,8.558599
2010-01-14,8.528515
2010-01-15,8.566118
2010-01-19,8.814307
2010-01-20,8.836864
2010-01-21,8.693972
2010-01-22,8.633804
2010-01-25,8.663890
2010-01-26,8.536036
2010-01-27,8.573640
2010-01-28,8.498436
2010-01-29,8.536036
2011-01-03,13.823282
2011-01-04,13.676476
2011-01-05,13.715108
2011-01-06,13.521935
2011-01-07,13.653295
2011-01-10,13.807829
2011-01-11,13.807829
2011-01-12,13.923730
2011-01-13,13.954639
2011-01-14,14.170989
2011-01-18,14.078272
2011-01-19,14.078272
2011-01-20,14.263713
2011-01-21,14.510973
2011-01-24,14.549604
2011-01-25,14.680965
2011-01-26,14.820040
2011-01-27,14.997764
2011-01-28,14.696417
2011-01-31,14.858681
2012-01-03,19.362005
2012-01-04,19.044590
2012-01-05,19.354061
2012-01-06,19.362005
2012-01-09,19.274717
2012-01-10,19.592129
2012-01-11,19.449286
2012-01-12,19.441357
2012-01-13,19.449286
2012-01-17,19.560383
2012-01-18,19.631798
2012-01-19,19.790503
2012-01-20,20.203133
2012-01-23,20.155527
2012-01-24,20.155527
2012-01-25,20.353903
2012-01-26,20.472935
2012-01-27,20.528484
