Date,Adj Close
1987-01-02,0.120841
1987-01-05,0.127801
1987-01-06,0.129699
1987-01-07,0.136658
1987-01-08,0.141087
1987-01-09,0.146781
1987-01-12,0.156271
1987-01-13,0.151842
1987-01-14,0.151842
1987-01-15,0.160067
1987-01-16,0.156271
1987-01-19,0.161965
1987-01-20,0.164496
1987-01-21,0.171455
1987-01-22,0.188538
1987-01-23,0.170823
1987-01-26,0.173986
1987-01-27,0.180945
1987-01-28,0.181578
1987-01-29,0.173986
1987-01-30,0.185058
1988-01-04,0.283439
1988-01-05,0.288501
1988-01-06,0.296092
1988-01-07,0.306215
1988-01-08,0.283439
1988-01-11,0.292929
1988-01-12,0.287235
1988-01-13,0.287235
1988-01-14,0.284704
1988-01-15,0.292297
1988-01-18,0.289766
1988-01-19,0.289766
1988-01-20,0.273316
1988-01-21,0.278378
1988-01-22,0.272684
1988-01-25,0.282174
1988-01-26,0.275847
1988-01-27,0.282174
1988-01-28,0.285970
1988-01-29,0.282174
1989-01-03,0.271418
1989-01-04,0.274582
1989-01-05,0.270153
1989-01-06,0.268255
1989-01-09,0.265724
1989-01-10,0.263193
1989-01-11,0.265724
1989-01-12,0.265724
1989-01-13,0.268255
1989-01-16,0.268887
1989-01-17,0.260663
1989-01-18,0.260663
1989-01-19,0.270786
1989-01-20,0.273949
1989-01-23,0.268255
1989-01-24,0.266989
1989-01-25,0.268255
1989-01-26,0.274582
1989-01-27,0.280276
1989-01-30,0.296092
1989-01-31,0.301787
1990-01-02,0.449200
1990-01-03,0.451731
1990-01-04,0.465017
1990-01-05,0.453629
1990-01-08,0.460588
1990-01-09,0.459323
1990-01-10,0.446670
1990-01-11,0.437812
1990-01-12,0.435914
1990-01-15,0.435914
1990-01-16,0.449200
1990-01-17,0.442873
1990-01-18,0.480834
1990-01-19,0.476405
1990-01-22,0.459323
1990-01-23,0.454262
1990-01-24,0.459323
1990-01-25,0.459323
1990-01-26,0.459323
1990-01-29,0.463119
1990-01-30,0.461854
1990-01-31,0.468181
1991-01-02,0.756681
1991-01-03,0.761742
1991-01-04,0.768069
1991-01-07,0.757946
1991-01-08,0.744028
1991-01-09,0.749089
1991-01-10,0.792111
1991-01-11,0.789580
1991-01-14,0.776927
1991-01-15,0.793376
1991-01-16,0.832602
1991-01-17,0.850317
1991-01-18,0.862971
1991-01-21,0.905993
1991-01-22,0.899666
1991-01-23,0.900931
1991-01-24,0.916116
1991-01-25,0.905993
1991-01-28,0.933830
1991-01-29,0.936361
1991-01-30,0.974322
1991-01-31,0.993302
1992-01-02,1.731003
1992-01-03,1.715819
1992-01-06,1.768963
1992-01-07,1.822109
1992-01-08,1.886641
1992-01-09,1.932195
1992-01-10,1.901825
1992-01-13,1.930296
1992-01-14,1.947378
1992-01-15,1.996727
1992-01-16,1.939787
1992-01-17,1.920807
1992-01-20,1.860068
1992-01-21,1.812618
1992-01-22,1.905621
1992-01-23,1.898030
1992-01-24,1.892335
1992-01-27,1.831598
1992-01-28,1.833496
1992-01-29,1.890437
1992-01-30,1.875254
1992-01-31,1.825904
1993-01-04,1.938837
1993-01-05,1.970154
1993-01-06,2.027096
1993-01-07,1.987237
1993-01-08,1.984390
1993-01-11,2.029943
1993-01-12,2.044178
1993-01-13,2.078342
1993-01-14,2.078342
1993-01-15,2.044178
1993-01-18,2.032788
1993-01-19,2.012860
1993-01-20,2.012860
1993-01-21,2.038483
1993-01-22,2.035636
1993-01-25,2.015707
1993-01-26,2.004318
1993-01-27,1.964460
1993-01-28,1.981542
1993-01-29,1.970154
1994-01-03,1.824955
1994-01-04,1.833496
1994-01-05,1.873354
1994-01-06,1.927450
1994-01-07,1.941684
1994-01-10,1.953072
1994-01-11,1.941684
1994-01-12,1.947378
1994-01-13,1.944531
1994-01-14,1.950226
1994-01-17,1.930296
1994-01-18,1.927450
1994-01-19,1.896131
1994-01-20,1.964460
1994-01-21,1.964460
1994-01-24,1.941684
1994-01-25,1.938837
1994-01-26,1.918908
1994-01-27,1.918908
1994-01-28,1.933143
1994-01-31,1.938837
1995-01-03,2.741704
1995-01-04,2.761633
1995-01-05,2.716080
1995-01-06,2.761633
1995-01-09,2.744550
1995-01-10,2.778714
1995-01-11,2.795797
1995-01-12,2.790103
1995-01-13,2.858432
1995-01-16,2.921067
1995-01-17,2.943844
1995-01-18,2.963772
1995-01-19,2.892597
1995-01-20,2.807186
1995-01-23,2.861279
1995-01-24,2.824979
1995-01-25,2.812880
1995-01-26,2.727468
1995-01-27,2.727468
1995-01-30,2.687610
1995-01-31,2.704692
1996-01-02,4.088356
1996-01-03,3.957391
1996-01-04,3.980170
1996-01-05,3.934615
1996-01-08,3.928920
1996-01-09,3.652758
1996-01-10,3.752405
1996-01-11,3.946003
1996-01-12,3.906145
1996-01-15,3.758098
1996-01-16,3.934615
1996-01-17,3.866287
1996-01-18,3.991556
1996-01-19,4.185155
1996-01-22,4.190848
1996-01-23,4.076966
1996-01-24,4.156683
1996-01-25,4.071271
1996-01-26,4.122520
1996-01-29,4.116828
1996-01-30,4.136755
1996-01-31,4.213625
1997-01-02,7.436481
1997-01-03,7.709799
1997-01-06,7.687021
1997-01-07,7.743962
1997-01-08,7.595914
1997-01-09,7.504810
1997-01-10,7.675631
1997-01-13,7.630080
1997-01-14,7.778124
1997-01-15,7.709799
1997-01-16,7.835066
1997-01-17,7.937560
1997-01-20,8.267817
1997-01-21,8.655013
1997-01-22,8.871387
1997-01-23,8.632239
1997-01-24,8.740425
1997-01-27,8.757510
1997-01-28,8.711954
1997-01-29,8.860002
1997-01-30,9.213036
1997-01-31,9.292750
1998-01-02,11.946198
1998-01-05,11.877866
1998-01-06,11.946198
1998-01-07,11.803845
1998-01-08,11.889261
1998-01-09,11.570388
1998-01-12,11.798150
1998-01-13,12.037301
1998-01-14,11.946198
1998-01-15,12.054384
1998-01-16,12.322012
1998-01-20,12.555466
1998-01-21,12.481440
1998-01-22,12.629493
1998-01-23,12.595325
1998-01-26,12.914191
1998-01-27,13.227366
1998-01-28,13.574705
1998-01-29,13.506371
1998-01-30,13.591789
1999-01-04,25.691732
1999-01-05,26.693893
1999-01-06,27.559376
1999-01-07,27.422731
1999-01-08,27.308859
1999-01-11,26.876089
1999-01-12,25.908096
1999-01-13,26.204195
1999-01-14,25.828382
1999-01-15,27.286072
1999-01-19,28.356562
1999-01-20,29.632038
1999-01-21,28.846252
1999-01-22,28.470432
1999-01-25,29.495380
1999-01-26,31.260553
1999-01-27,30.725292
1999-01-28,31.704668
1999-01-29,31.886904
2000-01-03,42.477909
2000-01-04,41.042988
2000-01-05,41.475750
2000-01-06,40.086391
2000-01-07,40.610226
2000-01-10,40.906349
2000-01-11,39.858616
2000-01-12,38.560371
2000-01-13,39.289219
2000-01-14,40.906349
2000-01-18,42.022377
2000-01-19,38.993122
2000-01-20,38.628693
2000-01-21,37.808743
2000-01-24,36.897697
2000-01-25,37.467098
2000-01-26,36.214397
2000-01-27,35.986629
2000-01-28,35.804432
2000-01-31,35.667759
2001-01-02,15.806787
2001-01-03,17.469460
2001-01-04,17.651676
2001-01-05,17.902216
2001-01-08,17.833879
2001-01-09,18.881592
2001-01-10,19.268793
2001-01-11,20.043196
2001-01-12,19.496561
2001-01-16,19.154915
2001-01-17,19.291571
2001-01-18,20.225401
2001-01-19,22.229715
2001-01-22,21.910851
2001-01-23,22.070282
2001-01-24,22.935791
2001-01-25,22.525820
2001-01-26,23.322989
2001-01-29,23.505196
2001-01-30,23.095215
2001-01-31,22.252495
2002-01-02,24.430826
2002-01-03,25.228903
2002-01-04,25.108652
2002-01-07,24.984749
2002-01-08,25.283573
2002-01-09,25.039413
2002-01-10,25.247124
2002-01-11,25.002970
2002-01-14,24.951952
2002-01-15,25.345522
2002-01-16,24.733301
2002-01-17,25.458492
2002-01-18,24.088266
2002-01-22,23.490618
2002-01-23,23.228237
2002-01-24,23.541643
2002-01-25,23.250103
2002-01-28,23.257391
2002-01-29,22.710758
2002-01-30,22.903906
2002-01-31,23.217310
2003-01-02,19.576736
2003-01-03,19.602240
2003-01-06,19.959373
2003-01-07,20.334724
2003-01-08,19.766232
2003-01-09,20.338373
2003-01-10,20.378456
2003-01-13,20.549732
2003-01-14,20.761106
2003-01-15,20.505997
2003-01-16,20.170734
2003-01-17,18.753138
2003-01-21,18.705763
2003-01-22,18.585501
2003-01-23,19.051962
2003-01-24,18.166420
2003-01-27,17.918600
2003-01-28,17.791069
2003-01-29,18.188290
2003-01-30,17.579693
2003-01-31,17.295446
2004-01-02,20.183681
2004-01-05,20.691027
2004-01-06,20.764559
2004-01-07,20.742495
2004-01-08,20.705730
2004-01-09,20.338093
2004-01-12,20.271906
2004-01-13,20.168972
2004-01-14,20.367498
2004-01-15,20.249855
2004-01-16,20.448385
2004-01-20,20.661623
2004-01-21,20.808680
2004-01-22,20.595442
2004-01-23,20.941027
2004-01-26,21.176313
2004-01-27,20.771906
2004-01-28,20.374851
2004-01-29,20.521919
2004-01-30,20.330736
2005-01-03,19.772404
2005-01-04,19.846346
2005-01-05,19.801977
2005-01-06,19.779799
2005-01-07,19.720640
2005-01-10,19.816761
2005-01-11,19.765011
2005-01-12,19.801977
2005-01-13,19.424868
2005-01-14,19.313957
2005-01-18,19.461840
2005-01-19,19.210434
2005-01-20,19.121708
2005-01-21,18.966421
2005-01-24,18.981211
2005-01-25,19.240017
2005-01-26,19.232618
2005-01-27,19.306562
2005-01-28,19.358326
2005-01-31,19.432264
2006-01-03,20.088676
2006-01-04,20.185978
2006-01-05,20.200949
2006-01-06,20.141077
2006-01-09,20.103645
2006-01-10,20.208429
2006-01-11,20.425488
2006-01-12,20.313211
2006-01-13,20.350641
2006-01-17,20.200949
2006-01-18,20.081192
2006-01-19,20.223400
2006-01-20,19.766842
2006-01-23,19.721939
2006-01-24,19.669538
2006-01-25,19.759356
2006-01-26,19.834200
2006-01-27,20.799719
2006-01-30,20.956892
2006-01-31,21.069159
2007-01-03,22.672358
2007-01-04,22.634388
2007-01-05,22.505308
2007-01-08,22.725502
2007-01-09,22.748278
2007-01-10,22.520491
2007-01-11,23.310160
2007-01-12,23.697393
2007-01-16,23.659430
2007-01-17,23.613867
2007-01-18,23.537947
2007-01-19,23.621466
2007-01-22,23.325344
2007-01-23,23.340528
2007-01-24,23.606285
2007-01-25,23.120331
2007-01-26,23.234230
2007-01-29,23.181078
2007-01-30,23.143108
2007-01-31,23.431643
2008-01-02,27.105476
2008-01-03,27.220922
2008-01-04,26.459013
2008-01-07,26.636023
2008-01-08,25.743277
2008-01-09,26.505178
2008-01-10,26.420536
2008-01-11,26.097298
2008-01-14,26.466702
2008-01-15,26.166557
2008-01-16,25.573969
2008-01-17,25.481611
2008-01-18,25.404654
2008-01-22,24.596565
2008-01-23,24.573483
2008-01-24,25.589365
2008-01-25,25.350777
2008-01-28,25.181469
2008-01-29,25.089111
2008-01-30,24.781275
2008-01-31,25.089111
2009-01-02,15.934780
2009-01-05,16.083698
2009-01-06,16.271820
2009-01-07,15.292062
2009-01-08,15.770180
2009-01-09,15.299891
2009-01-12,15.260700
2009-01-13,15.535038
2009-01-14,14.962860
2009-01-15,15.080426
2009-01-16,15.448818
2009-01-20,14.484738
2009-01-21,15.190163
2009-01-22,13.410924
2009-01-23,13.481465
2009-01-26,13.818499
2009-01-27,13.842017
2009-01-28,14.139862
2009-01-29,13.787148
2009-01-30,13.403088
2010-01-04,24.827723
2010-01-05,24.835745
2010-01-06,24.683319
2010-01-07,24.426620
2010-01-08,24.595085
2010-01-11,24.282234
2010-01-12,24.121790
2010-01-13,24.346409
2010-01-14,24.835745
2010-01-15,24.755524
2010-01-19,24.948053
2010-01-20,24.538933
2010-01-21,24.073666
2010-01-22,23.231369
2010-01-25,23.520159
2010-01-26,23.664547
2010-01-27,23.800926
2010-01-28,23.391800
2010-01-29,22.605659
2011-01-03,22.912699
2011-01-04,23.002779
2011-01-05,22.929071
2011-01-06,23.600565
2011-01-07,23.420408
2011-01-10,23.109228
2011-01-11,23.019156
2011-01-12,23.379471
2011-01-13,23.084660
2011-01-14,23.174734
2011-01-18,23.469542
2011-01-19,23.313950
2011-01-20,23.215685
2011-01-21,22.945452
2011-01-24,23.240253
2011-01-25,23.297577
2011-01-26,23.567814
2011-01-27,23.641508
2011-01-28,22.724344
2011-01-31,22.707973
2012-01-03,22.504229
2012-01-04,23.033840
2012-01-05,23.269222
2012-01-06,23.630701
2012-01-09,23.319664
2012-01-10,23.403725
2012-01-11,23.302847
2012-01-12,23.538229
2012-01-13,23.748392
2012-01-17,23.756796
2012-01-18,23.731581
2012-01-19,23.639107
2012-01-20,24.975739
2012-01-23,24.992556
2012-01-24,24.664701
2012-01-25,24.849646
2012-01-26,24.799202
2012-01-27,24.572231
2012-01-30,24.891676
2012-01-31,24.824419
2013-01-02,23.875433
2013-01-03,23.555593
2013-01-04,23.114735
2013-01-07,23.071518
2013-01-08,22.950497
2013-01-09,23.080160
2013-01-10,22.872700
2013-01-11,23.192533
2013-01-14,23.244404
2013-01-15,23.521017
2013-01-16,23.374062
2013-01-17,23.555593
2013-01-18,23.555593
2013-01-22,23.469151
2013-01-23,23.866785
2013-01-24,23.884071
2013-01-25,24.100185
2013-01-28,24.126118
2013-01-29,24.212557
2013-01-30,24.074249
2013-01-31,23.728479
2014-01-02,33.094032
2014-01-03,32.871384
2014-01-06,32.176739
2014-01-07,32.426094
2014-01-08,31.847221
2014-01-09,31.642389
2014-01-10,32.096584
2014-01-13,31.152563
2014-01-14,31.865026
2014-01-15,32.737797
2014-01-16,32.853569
2014-01-17,32.399384
2014-01-21,32.212349
2014-01-22,31.998613
2014-01-23,32.114388
2014-01-24,32.782333
2014-01-27,32.087673
2014-01-28,32.301414
2014-01-29,32.648743
2014-01-30,32.826859
2014-01-31,33.699623
2015-01-02,42.783936
2015-01-05,42.390499
2015-01-06,41.768314
2015-01-07,42.299000
2015-01-08,43.543350
2015-01-09,43.177368
2015-01-12,42.637531
2015-01-13,42.417942
2015-01-14,42.051949
2015-01-15,41.612778
2015-01-16,42.308151
2015-01-20,42.445385
2015-01-21,42.015350
2015-01-22,43.122463
2015-01-23,43.168217
2015-01-26,43.012672
2015-01-27,39.032551
2015-01-28,37.687553
2015-01-29,38.437828
2015-01-30,36.964733
2016-01-04,51.505280
2016-01-05,51.740250
2016-01-06,50.800369
2016-01-07,49.033405
2016-01-08,49.183784
2016-01-11,49.155582
2016-01-12,49.606724
2016-01-13,48.535267
2016-01-14,49.916889
2016-01-15,47.924355
2016-01-19,47.520210
2016-01-20,47.736374
2016-01-21,47.445007
2016-01-22,49.146187
2016-01-25,48.676247
2016-01-26,49.033405
2016-01-27,48.140522
2016-01-28,48.930016
2016-01-29,51.777847
2017-01-03,60.431488
2017-01-04,60.161095
2017-01-05,60.161095
2017-01-06,60.682560
2017-01-09,60.489429
2017-01-10,60.470112
2017-01-11,61.020542
2017-01-12,60.460461
2017-01-13,60.547371
2017-01-17,60.383205
2017-01-18,60.354240
2017-01-19,60.161095
2017-01-20,60.585999
2017-01-23,60.798439
2017-01-24,61.339222
2017-01-25,61.493729
2017-01-26,62.063461
2017-01-27,63.521629
2017-01-30,62.893936
2017-01-31,62.430424
2018-01-02,84.852402
2018-01-03,85.247299
2018-01-04,85.997597
2018-01-05,87.063805
2018-01-08,87.152649
2018-01-09,87.093422
2018-01-10,86.698524
2018-01-11,86.955208
2018-01-12,88.455803
2018-01-16,87.221756
2018-01-17,88.988899
2018-01-18,88.949409
2018-01-19,88.850685
2018-01-22,90.440132
2018-01-23,90.726418
2018-01-24,90.647446
2018-01-25,91.150932
2018-01-26,92.858841
2018-01-29,92.720627
2018-01-30,91.555695
2018-01-31,93.796707
