Date,Adj Close
1998-01-02,15.495228
1998-01-05,15.699498
1998-01-06,15.728674
1998-01-07,15.670313
1998-01-08,15.728674
1998-01-09,15.611954
1998-01-12,15.407682
1998-01-13,15.174240
1998-01-14,15.349320
1998-01-15,15.524417
1998-01-16,16.108028
1998-01-20,15.670313
1998-01-21,15.932944
1998-01-22,16.137218
1998-01-23,16.312305
1998-01-26,16.399845
1998-01-27,16.604113
1998-01-28,16.633293
1998-01-29,16.691664
1998-01-30,16.604113
1999-01-04,14.931160
1999-01-05,15.423735
1999-01-06,15.454518
1999-01-07,15.485300
1999-01-08,15.577660
1999-01-11,15.608452
1999-01-12,15.577660
1999-01-13,15.577660
1999-01-14,15.454518
1999-01-15,15.577660
1999-01-19,15.639234
1999-01-20,15.670012
1999-01-21,15.731590
1999-01-22,16.809092
1999-01-25,16.870668
1999-01-26,17.086176
1999-01-27,16.439659
1999-01-28,16.224159
1999-01-29,16.008661
2000-01-03,15.980780
2000-01-04,15.720399
2000-01-05,15.850588
2000-01-06,16.143515
2000-01-07,16.729370
2000-01-10,16.859562
2000-01-11,16.696825
2000-01-12,16.436438
2000-01-13,16.534084
2000-01-14,16.436438
2000-01-18,16.273699
2000-01-19,16.273699
2000-01-20,16.078417
2000-01-21,15.915681
2000-01-24,15.850588
2000-01-25,15.915681
2000-01-26,15.980780
2000-01-27,15.915681
2000-01-28,15.850588
2000-01-31,15.622751
2001-01-02,23.782007
2001-01-03,23.541779
2001-01-04,23.370193
2001-01-05,22.409298
2001-01-08,22.100445
2001-01-09,22.203411
2001-01-10,22.272038
2001-01-11,22.031820
2001-01-12,22.272038
2001-01-16,22.169092
2001-01-17,22.203411
2001-01-18,22.374981
2001-01-19,22.409298
2001-01-22,22.649519
2001-01-23,22.786806
2001-01-24,23.027023
2001-01-25,23.267242
2001-01-26,22.855427
2001-01-29,22.451868
2001-01-30,22.495790
2001-01-31,22.292622
2002-01-02,22.272308
2002-01-03,22.348007
2002-01-04,22.412064
2002-01-07,22.534340
2002-01-08,22.685732
2002-01-09,22.656610
2002-01-10,22.650803
2002-01-11,22.330540
2002-01-14,22.330540
2002-01-15,22.109274
2002-01-16,22.039396
2002-01-17,21.952059
2002-01-18,21.789009
2002-01-22,21.759909
2002-01-23,21.835602
2002-01-24,21.358126
2002-01-25,21.428007
2002-01-28,21.381420
2002-01-29,21.282429
2002-01-30,21.398886
2002-01-31,21.334837
2003-01-02,22.817612
2003-01-03,22.910618
2003-01-06,22.991219
2003-01-07,22.972628
2003-01-08,22.730797
2003-01-09,22.786608
2003-01-10,22.643995
2003-01-13,22.383583
2003-01-14,22.222368
2003-01-15,22.166573
2003-01-16,22.054955
2003-01-17,21.794535
2003-01-21,21.695326
2003-01-22,21.980549
2003-01-23,21.924747
2003-01-24,21.825541
2003-01-27,22.011555
2003-01-28,22.147966
2003-01-29,22.209969
2003-01-30,22.023954
2003-01-31,22.259577
2004-01-02,31.703249
2004-01-05,31.538979
2004-01-06,31.624401
2004-01-07,31.558691
2004-01-08,31.716396
2004-01-09,31.834654
2004-01-12,31.821537
2004-01-13,31.860945
2004-01-14,32.117199
2004-01-15,31.598114
2004-01-16,31.407574
2004-01-20,31.243296
2004-01-21,30.849062
2004-01-22,31.276152
2004-01-23,31.571836
2004-01-26,32.366879
2004-01-27,32.820248
2004-01-28,32.478569
2004-01-29,32.701984
2004-01-30,32.872818
2005-01-03,43.825726
2005-01-04,43.075214
2005-01-05,41.381401
2005-01-06,42.138809
2005-01-07,42.063065
2005-01-10,41.739449
2005-01-11,41.057796
2005-01-12,40.782391
2005-01-13,41.105988
2005-01-14,41.229919
2005-01-18,41.670593
2005-01-19,41.656815
2005-01-20,41.629292
2005-01-21,41.629292
2005-01-24,41.016483
2005-01-25,40.135143
2005-01-26,39.963009
2005-01-27,39.198730
2005-01-28,39.928589
2005-01-31,39.783993
2006-01-03,53.980839
2006-01-04,54.181408
2006-01-05,55.012333
2006-01-06,56.122604
2006-01-09,56.881882
2006-01-10,56.946350
2006-01-11,56.129776
2006-01-12,55.757298
2006-01-13,55.091118
2006-01-17,54.926373
2006-01-18,54.439266
2006-01-19,54.876228
2006-01-20,54.647011
2006-01-23,55.026649
2006-01-24,55.571060
2006-01-25,55.399136
2006-01-26,55.664158
2006-01-27,56.022312
2006-01-30,55.871899
2006-01-31,56.058132
2007-01-03,82.563896
2007-01-04,82.261909
2007-01-05,80.818176
2007-01-08,81.282234
2007-01-09,82.313469
2007-01-10,84.014954
2007-01-11,84.862038
2007-01-12,85.348198
2007-01-16,87.447472
2007-01-17,87.300163
2007-01-18,86.895035
2007-01-19,88.338722
2007-01-22,88.257721
2007-01-23,88.684929
2007-01-24,89.811897
2007-01-25,90.401176
